"AN263","38.902","-76.653"
"AN264","39.462","-76.632"
"AN265","39.311","-76.474"
"AN266","39.701","-75.86"
"AN267","38.445","-76.111"
"AN268","39.706","-79.012"
"AN269","39.41","-76.297"
"AN270","39.563","-76.204"
"AN271","39.305","-75.797"
"AN272","39.114","-77.107"
"AN273","39.055","-76.878"
"AN274","38.812","-76.744"
"AN275","39.028","-76.817"
"AN276","41.976","-70.024"
"AN277","41.633","-70.88"
"AN278","42.475","-70.972"
"AN280","42.771","-71.103"
"AN281","42.194","-72.556"
"AN282","42.298","-72.334"
"AN283","42.414","-71.483"
"AN284","42.212","-71.114"
"AN286","42.317","-70.967"
"AN287","42.329","-71.082"
"AN288","42.274","-71.876"
"AN289","42.1","-71.62"
"AN290","42.768","-86.149"
"AN291","43.571","-83.891"
"AN293","42.198","-86.31"
"AN294","41.896","-86.002"
"AN295","43.029","-83.669"
"AN296","43.168","-83.462"
"AN297","43.836","-82.643"
"AN298","42.737","-84.536"
"AN299","42.278","-85.542"
"AN300","42.985","-85.671"
"AN301","43.177","-85.417"
"AN303","41.996","-83.947"
"AN304","42.731","-82.794"
"AN305","42.094","-82.164"
"AN306","44.307","-86.243"
"AN307","43.953","-86.294"
"AN308","44.311","-84.892"
"AN309","43.278","-86.311"
"AN310","42.463","-83.183"
"AN311","42.633","-83.325"
"AN312","42.679","-83.13"
"AN313","42.894","-85.853"
"AN314","42.953","-82.456"
"AN316","46.289","-85.95"
"AN317","43.61","-83.36"
"AN318","42.24","-83.6"
"AN319","42.416","-83.902"
"AN320","42.228","-83.209"
"AN321","42.267","-83.132"
"AN322","42.304","-83.107"
"AN323","42.431","-83.001"
"AN324","42.424","-83.43"
"AN325","42.32","-83.33"
"AN326","42.308","-83.15"
"AN327","42.335","-83.069"
"AN328","42.323","-83.069"
"AN329","44.181","-85.739"
"AN330","34.003","-89.799"
"AN331","39.954","-94.849"
"AN332","38.706","-92.093"
"AN333","38.76","-94.58"
"AN334","37.701","-94.035"
"AN336","39.303","-94.376"
"AN337","39.332","-94.568"
"AN338","39.531","-94.556"
"AN339","37.319","-93.204"
"AN340","37.3","-94.308"
"AN341","38.383","-90.483"
"AN342","38.438","-90.361"
"AN343","39.045","-90.865"
"AN345","39.473","-91.789"
"AN346","37.699","-89.691"
"AN347","38.871","-90.224"
"AN348","37.897","-90.422"
"AN349","38.532","-90.383"
"AN350","38.49","-90.705"
"AN351","38.711","-90.476"
"AN352","38.641","-90.346"
"AN353","40.208","-92.931"
"AN354","38.656","-90.198"
"AN355","38.7","-90.197"
"AN356","47.692","-114.012"
"AN357","40.873","-96.183"
"AN358","40.743","-99.712"
"AN359","42.829","-97.854"
"AN360","40.812","-96.683"
"AN361","36.174","-115.135"
"AN362","36.245","-115.092"
"AN363","36.391","-114.906"
"AN364","36.81","-114.061"
"AN365","36.108","-115.254"
"AN367","36.225","-115.266"
"AN368","36.173","-115.331"
"AN369","36.272","-115.238"
"AN370","36.052","-115.057"
"AN372","36.144","-115.086"
"AN373","36.131","-115.236"
"AN374","35.78","-115.34"
"AN375","36.12","-115.13"
"AN376","36.191","-115.122"
"AN377","38.952","-118.814"
"AN379","39.637","-119.289"
"AN380","43.565","-71.496"
"AN381","42.931","-72.278"
"AN382","43.627","-72.31"
"AN383","43.945","-71.701"
"AN384","42.995","-71.463"
"AN385","42.702","-71.445"
"AN386","42.862","-71.879"
"AN387","43.219","-71.515"
"AN388","43.082","-70.762"
"AN389","43.002","-70.746"
"AN391","40.758","-74.201"
"AN392","40.515","-74.807"
"AN393","40.283","-74.743"
"AN394","40.312","-74.873"
"AN396","40.641","-74.208"
"AN397","43.97","-74.22"
"AN398","44.981","-74.695"
"AN399","42.401","-76.654"
"AN400","36.089","-79.408"
"AN401","35.972","-81.933"
"AN402","36.106","-82.045"
"AN403","34.885","-76.62"
"AN404","36.303","-79.467"
"AN405","35.041","-78.953"
"AN408","35.253","-81.153"
"AN409","35.258","-83.796"
"AN410","36.109","-79.801"
"AN411","35.235","-77.573"
"AN412","35.688","-81.994"
"AN413","35.061","-83.431"
"AN414","35.26","-79.84"
"AN415","35.436","-83.444"
"AN416","35.856","-78.574"
"AN417","35.369","-77.994"
"AN418","39.308","-82.118"
"AN419","39.531","-84.391"
"AN420","39.533","-84.729"
"AN421","39.083","-84.144"
"AN422","40.64","-80.533"
"AN423","40.917","-82.998"
"AN424","41.476","-81.682"
"AN425","39.636","-83.26"
"AN426","40.002","-82.994"
"AN427","40.087","-82.96"
"AN428","39.276","-84.366"
"AN429","39.216","-84.699"
"AN430","39.127","-84.513"
"AN431","41.644","-83.547"
"AN432","41.718","-83.476"
"AN433","39.943","-81.337"
"AN434","40.829","-81.377"
"AN435","41.079","-81.516"
"AN436","39.42","-84.202"
"AN438","39.923","-77.308"
"AN439","40.107","-74.882"
"AN440","40.721","-77.932"
"AN441","39.836","-75.372"
"AN442","41.598","-78.767"
"AN443","41.427","-80.145"
"AN444","40.112","-75.309"
"AN445","39.988","-79.251"
"AN446","41.615","-71.72"
"AN447","41.808","-71.415"
"AN448","41.84","-71.362"
"AN449","41.494","-71.422"
"AN450","36.47","-83.83"
"AN451","31.234","-94.75"
"AN452","34.88","-101.665"
"AN454","31.088","-97.68"
"AN455","29.515","-98.62"
"AN456","29.444","-98.406"
"AN457","29.632","-98.565"
"AN458","29.407","-98.431"
"AN459","29.275","-98.312"
"AN461","29.73","-98.626"
"AN462","29.353","-98.333"
"AN463","29.334","-98.552"
"AN464","29.424","-98.581"
"AN465","29.149","-95.765"
"AN466","29.314","-95.201"
"AN467","29.011","-95.397"
"AN468","29.52","-95.392"
"AN469","29.044","-95.474"
"AN470","30.582","-96.362"
"AN472","30.741","-98.235"
"AN473","25.892","-97.494"
"AN474","26.073","-97.167"
"AN475","35.336","-101.587"
"AN476","35.353","-101.581"
"AN477","35.383","-101.561"
"AN478","29.537","-94.76"
"AN479","33.132","-96.786"
"AN481","31.831","-104.809"
"AN482","32.774","-96.798"
"AN483","32.82","-96.86"
"AN484","32.919","-96.808"
"AN485","32.677","-96.872"
"AN486","33.194","-97.193"
"AN487","33.411","-96.944"
"AN488","33.206","-97.199"
"AN489","31.837","-102.342"
"AN490","31.871","-102.339"
"AN491","32.482","-97.027"
"AN492","32.177","-96.871"
"AN494","31.786","-106.324"
"AN495","31.781","-106.511"
"AN496","31.766","-106.455"
"AN497","31.776","-106.413"
"AN499","31.802","-106.421"
"AN500","31.759","-106.501"
"AN501","31.704","-106.356"
"AN502","31.747","-106.403"
"AN503","31.662","-106.303"
"AN504","31.894","-106.426"
"AN505","29.962","-96.745"
"AN506","29.385","-94.931"
"AN507","29.402","-94.946"
"AN508","29.263","-94.856"
"AN509","29.27","-94.864"
"AN510","32.382","-94.712"
"AN511","29.709","-98.045"
"AN512","29.901","-95.326"
"AN513","29.802","-95.126"
"AN514","30.039","-95.674"
"AN515","29.776","-95.105"
"AN516","29.624","-95.474"
"AN517","29.696","-95.499"
"AN518","29.734","-95.238"
"AN519","29.771","-95.031"
"AN520","29.807","-95.285"
"AN521","29.615","-95.018"
"AN523","29.723","-95.636"
"AN524","29.948","-95.543"
"AN525","29.706","-95.261"
"AN526","29.735","-95.316"
"AN527","29.719","-95.26"
"AN528","29.714","-95.397"
"AN529","29.655","-95.01"
"AN530","29.962","-95.235"
"AN531","29.549","-95.185"
"AN532","29.583","-95.105"
"AN533","29.821","-94.99"
"AN534","29.765","-95.181"
"AN535","29.764","-95.078"
"AN536","29.768","-95.221"
"AN537","29.734","-95.257"
"AN538","29.67","-95.129"
"AN541","29.583","-95.016"
"AN542","29.684","-95.253"
"AN543","32.671","-94.168"
"AN546","26.226","-98.291"
"AN547","26.131","-97.937"
"AN548","32.442","-97.803"
"AN549","33.153","-96.115"
"AN550","30.668","-104.085"
"AN551","30.039","-94.075"
"AN552","29.894","-93.988"
"AN553","29.961","-93.896"
"AN554","29.991","-93.953"
"AN555","29.943","-94.001"
"AN556","29.894","-93.979"
"AN557","29.862","-94.31"
"AN558","29.718","-93.897"
"AN559","29.942","-94.001"
"AN560","29.865","-93.955"
"AN561","29.979","-94.011"
"AN562","32.353","-97.437"
"AN563","32.565","-96.318"
"AN564","27.427","-97.299"
"AN565","33.591","-101.85"
"AN566","31.653","-97.071"
"AN567","31.617","-97.228"
"AN568","28.702","-100.451"
"AN569","30.35","-95.425"
"AN570","30.357","-95.414"
"AN571","32.032","-96.399"
"AN572","32.031","-96.399"
"AN573","27.764","-97.433"
"AN574","27.833","-97.556"
"AN575","27.808","-97.419"
"AN576","27.804","-97.431"
"AN577","27.812","-97.466"
"AN578","27.799","-97.434"
"AN579","27.818","-97.42"
"AN580","27.824","-97.432"
"AN581","27.845","-97.526"
"AN582","27.827","-97.529"
"AN583","27.496","-97.542"
"AN584","27.731","-97.425"
"AN585","27.828","-97.644"
"AN586","27.804","-97.414"
"AN587","30.084","-93.762"
"AN588","30.18","-93.873"
"AN589","32.869","-97.906"
"AN590","30.668","-94.674"
"AN591","32.936","-96.459"
"AN592","27.917","-97.286"
"AN593","32.344","-95.416"
"AN594","32.988","-97.476"
"AN595","32.806","-97.357"
"AN596","32.922","-97.282"
"AN597","32.984","-97.064"
"AN598","32.656","-97.089"
"AN599","32.664","-97.096"
"AN600","32.41","-99.682"
"AN601","31.351","-100.494"
"AN602","30.354","-97.76"
"AN603","30.484","-97.872"
"AN604","30.263","-97.713"
"AN605","30.314","-97.761"
"AN606","30.194","-97.67"
"AN607","29.375","-100.924"
"AN608","28.836","-97.006"
"AN609","30.744","-95.586"
"AN610","27.511","-99.52"
"AN611","27.502","-99.503"
"AN612","33.863","-98.572"
"AN620","37.33","-80.558"
"AN621","37.17","-78.31"
"AN622","48.287","-124.62"
"AN623","45.617","-122.517"
"AN624","47.552","-122.065"
"AN625","47.49","-121.773"
"AN626","47.141","-121.938"
"AN627","47.755","-122.281"
"AN628","47.633","-122.363"
"AN629","47.615","-122.33"
"AN630","47.562","-122.34"
"AN631","47.568","-122.306"
"AN632","47.386","-122.23"
"AN633","47.631","-122.641"
"AN634","47.186","-122.452"
"AN635","47.266","-122.386"
"AN636","47.412","-122.304"
"AN637","47.14","-122.299"
"AN638","47.806","-122.317"
"AN639","48.247","-121.603"
"AN640","48.055","-122.176"
"AN641","47.672","-117.365"
"AN643","46.2","-119.008"
"AN644","46.38","-120.333"
"AN645","46.614","-90.699"
"AN647","43.101","-89.357"
"AN649","45.238","-86.994"
"AN650","46.727","-92.072"
"AN651","45.796","-88.401"
"AN652","45.564","-88.81"
"AN653","42.505","-87.811"
"AN654","43.778","-91.225"
"AN655","44.139","-87.616"
"AN656","44.707","-89.77"
"AN657","43.018","-87.933"
"AN659","43.061","-87.912"
"AN660","43.075","-87.884"
"AN662","43.129","-87.971"
"AN665","45.645","-89.412"
"AN666","43.343","-87.921"
"AN667","43.498","-87.81"
"AN668","42.714","-87.799"
"AN669","45.125","-92.667"
"AN670","43.436","-89.68"
"AN671","43.665","-87.716"
"AN672","45.207","-90.597"
"AN673","43.702","-90.568"
"AN674","42.58","-88.499"
"AN675","43.327","-88.22"
"AN676","43.02","-88.215"
"AN677","41.364","-106.24"
"AN678","44.663","-105.287"
"AN679","44.147","-105.53"
"AN680","42.528","-108.72"
"AN682","42.719","-109.753"
"AN684","42.87","-109.871"
"AN685","42.929","-109.788"
"AN686","41.678","-108.024"
"AN687","41.369","-111.042"
"AN696","31.69","-106.452"
"AN697","31.738","-106.467"
"AN698","31.746","-106.404"
"AN699","39.446","-123.804"
"AN700","39.15","-123.206"
"AN701","39.146","-123.203"
"AN702","39.412","-123.353"
"ANAU","-0.533","166.917"
"ANDM1","44.653","-70.794"
"AP001","40.054","-105.207"
"AP002","24.661","-81.482"
"AP004","37.1","-76.545"
"AP005","39.015","-96.289"
"AP006","38.63","-92.344"
"AP008","28.563","-81.271"
"AP009","30.605","-96.284"
"AP012","41.702","-86.879"
"AP014","40.727","-73.691"
"AP016","35.386","-86.201"
"AP017","41.78","-107.117"
"AP019","42.197","-79.424"
"AP020","32.442","-110.78"
"AP021","40.57","-105.05"
"AP022","26.128","-81.766"
"AP023","35.995","-115.07"
"AP024","42.601","-74.927"
"AP032","42.558","-96.402"
"AP034","41.921","-80.238"
"AP035","47.469","-122.612"
"AP036","47.553","-122.881"
"AP037","27.814","-82.705"
"AP039","27.864","-82.725"
"AP044","34.952","-82.259"
"AP046","39.474","-94.576"
"AP048","41.715","-72.727"
"AP051","34.275","-88.413"
"AP053","31.064","-97.492"
"AP055","42.092","-94.012"
"AP056","32.365","-110.973"
"AP058","41.343","-94.317"
"AP059","45.803","-122.702"
"AP061","38.542","-121.37"
"AP062","44.083","-92.525"
"AP063","28.566","-81.349"
"AP064","43.131","-77.512"
"AP066","39.566","-75.873"
"AP069","40.158","-75.397"
"AP071","34.","-81.073"
"AP072","41.538","-81.18"
"AP074","44.783","-93.491"
"AP075","51.018","-113.996"
"AP076","33.229","-97.128"
"AP079","38.224","-85.704"
"AP080","44.145","-122.588"
"AP081","62.249","25.809"
"AP086","29.673","-98.116"
"AP089","60.408","25.06"
"AP090","43.023","-89.499"
"AP091","42.593","-89.378"
"AP093","41.32","-96.366"
"AP096","33.267","-96.533"
"AP098","35.968","-78.688"
"AP101","42.61","-77.877"
"AP105","26.541","-80.07"
"AP106","38.227","-84.551"
"AP110","40.035","-82.991"
"AP114","25.743","-80.215"
"AP115","40.043","-105.278"
"AP117","31.786","-106.382"
"AP118","37.506","-77.166"
"AP120","43.056","-86.242"
"AP121","42.971","-86.221"
"AP122","42.856","-86.212"
"AP123","42.776","-86.21"
"AP125","42.941","-86.088"
"AP126","42.936","-85.805"
"AP127","42.532","-85.829"
"AP132","43.56","-85.774"
"AP133","44.053","-84.812"
"AP136","43.642","-86.329"
"AP138","39.885","-94.726"
"AP142","32.817","-96.704"
"AP143","33.163","-96.573"
"AP146","28.377","-80.713"
"AP150","28.225","-82.669"
"AP151","42.176","-72.686"
"AP152","45.345","-93.592"
"AP154","39.106","-84.88"
"AP155","33.563","-95.297"
"AP156","34.864","-118.173"
"AP157","40.632","22.951"
"AP158","34.999","-79.125"
"AP159","35.104","-78.987"
"AP163","45.04","-92.861"
"AP164","45.588","-122.158"
"AP165","41.715","-86.438"
"AP167","40.734","-78.917"
"AP171","46.603","-120.69"
"AP172","46.983","-123.828"
"AP176","40.859","-105.637"
"AP184","35.993","-80.311"
"AP185","27.944","-82.759"
"AP187","36.077","-86.938"
"AP189","28.26","-81.144"
"AP190","39.634","-105.048"
"AP191","37.102","-121.946"
"AP192","36.145","-79.845"
"AP194","39.43","-87.654"
"AP200","36.708","-121.613"
"AP201","37.407","-120.848"
"AP203","36.511","-119.682"
"AP204","35.264","-120.711"
"AP205","44.474","-70.042"
"AP206","44.575","-70.005"
"AP207","44.478","-69.344"
"AP209","32.994","-80.27"
"AP210","44.633","-69.893"
"AP215","46.843","-102.169"
"AP216","46.587","-100.8"
"AP217","46.458","-101.233"
"AP218","46.161","-100.961"
"AP219","47.107","-101.29"
"AP221","49.402","-97.303"
"AP223","35.625","-105.432"
"AP224","39.141","-111.82"
"AP225","38.92","-95.454"
"AP227","35.452","-97.697"
"AP228","36.068","-95.618"
"AP234","38.985","-84.387"
"AP235","38.949","-84.663"
"AP238","45.317","-68.983"
"AP241","44.927","-72.982"
"AP243","45.508","-73.562"
"AP244","46.743","-71.439"
"AP245","42.246","-72.676"
"AP247","-43.38","172.512"
"AP248","42.911","-76.908"
"AP250","46.638","-111.943"
"AP254","27.873","-82.248"
"AP255","31.829","-106.449"
"AP256","38.928","-77.04"
"AP258","38.58","-76.996"
"AP259","38.975","-76.334"
"AP260","39.573","-76.071"
"AP267","18.194","-65.921"
"AP268","47.62","-122.046"
"AP271","46.8","-101.408"
"AP273","41.566","-71.494"
"AP274","31.809","-106.452"
"AP279","43.849","-69.815"
"AP282","41.451","-72.112"
"AP284","41.491","-72.84"
"AP286","40.4","-75.833"
"AP291","40.737","-74.425"
"AP294","39.885","-74.174"
"AP296","38.977","-76.551"
"AP302","18.395","-66.081"
"AP304","31.44","-100.389"
"AP307","39.985","-75.379"
"AP308","40.291","-76.296"
"AP315","43.011","-79.02"
"AP316","44.244","-76.96"
"AP320","42.994","-80.317"
"AP321","43.404","-80.634"
"AP323","47.446","-122.14"
"AP326","38.347","-81.728"
"AP329","36.73","-78.361"
"AP330","46.04","-98.385"
"AP340","36.135","-81.173"
"AP341","36.099","-81.89"
"AP343","41.442","-81.464"
"AP346","40.021","-83.054"
"AP347","39.911","-84.34"
"AP350","39.627","-84.279"
"AP352","39.526","-84.345"
"AP355","42.523","-82.877"
"AP360","40.467","-86.837"
"AP364","32.344","-90.126"
"AP366","30.298","-81.645"
"AP370","26.996","-82.397"
"AP373","28.246","-80.614"
"AP375","27.585","-80.434"
"AP377","42.376","-87.991"
"AP385","34.084","-83.947"
"AP386","34.088","-84.374"
"AP388","33.863","-84.092"
"AP390","33.404","-111.573"
"AP392","33.702","-84.733"
"AP395","33.345","-84.446"
"AP398","44.945","-89.642"
"AP400","43.144","-88.593"
"AP401","42.685","-87.995"
"AP407","39.185","-74.75"
"AP409","39.604","-104.947"
"AP414","44.735","-67.502"
"AP415","44.204","-70.69"
"AP422","44.292","-68.342"
"AP430","38.952","-92.33"
"AP431","38.672","-90.539"
"AP433","43.026","-72.431"
"AP446","43.969","-92.48"
"AP449","43.88","-91.232"
"AP453","33.039","-83.071"
"AP455","41.286","-96.15"
"AP456","36.717","-76.268"
"AP458","41.449","-96.485"
"AP462","51.168","0.624"
"AP463","34.794","-86.734"
"AP464","36.191","-83.928"
"AP469","47.736","-122.201"
"AP473","48.554","-123.448"
"AP474","46.181","-123.84"
"AP476","46.183","-122.958"
"AP477","45.412","-122.638"
"AP478","47.636","-117.696"
"AP483","30.473","-87.235"
"AP488","52.867","13.667"
"AP491","25.652","-80.358"
"AP493","41.658","-70.368"
"AP494","42.918","-70.956"
"AP495","26.214","-97.998"
"AP499","30.452","-87.217"
"AP500","43.158","-71.895"
"AP503","36.689","-76.333"
"AP504","37.25","-79.93"
"AP505","30.665","-81.539"
"AP506","38.933","-95.207"
"AP509","41.274","-70.106"
"AP513","30.524","-88.087"
"AP516","36.224","-119.319"
"AP517","47.548","-122.808"
"AP519","40.76","-74.846"
"AP520","28.576","-81.444"
"AP521","34.146","-84.106"
"AP522","39.243","-76.998"
"AP523","43.647","-116.316"
"AP525","40.439","-122.24"
"AP526","34.712","-83.44"
"AP534","40.712","-73.642"
"AP535","41.993","-71.167"
"AP536","38.91","-94.324"
"AP537","28.484","-80.803"
"AP538","41.216","-75.602"
"AP541","33.85","-117.88"
"AP542","40.345","-105.1"
"AP548","36.174","-95.549"
"AP551","43.452","-96.18"
"AP555","41.63","-72.945"
"AP556","43.552","-79.674"
"AP559","38.74","-86.472"
"AP561","38.429","-87.778"
"AP563","33.986","-81.149"
"AP564","42.458","-71.196"
"AP565","29.88","-85.214"
"AP566","27.995","-81.926"
"AP567","42.482","-79.343"
"AP570","40.017","-76.384"
"AP571","38.116","-122.268"
"AP573","29.663","-82.335"
"AP574","38.875","-99.311"
"AP575","35.152","-101.876"
"AP577","29.123","-81.891"
"AP578","44.011","-72.483"
"AP580","38.656","-87.172"
"AP581","40.992","-89.457"
"AP583","40.778","-89.755"
"AP584","44.503","-87.901"
"AP586","42.303","-71.116"
"AP587","34.689","-82.198"
"AP590","32.851","-97.275"
"AP593","35.172","-101.933"
"AP594","30.651","-96.328"
"AP596","39.366","-75.88"
"AP599","30.196","-85.674"
"AP600","42.962","17.135"
"AP601","27.215","-81.858"
"AP605","42.528","-72.987"
"AP609","40.099","-83.265"
"AP611","40.981","-111.904"
"AP612","41.114","-112.062"
"AP614","51.208","3.014"
"AP618","38.208","15.556"
"AP624","53.358","-1.496"
"AP625","53.596","-1.278"
"AP626","51.37","0.522"
"AP627","50.149","-96.889"
"AP628","-36.728","144.256"
"AP630","-37.859","145.305"
"AP640","46.772","-100.662"
"AP641","46.891","-100.778"
"AP647","29.553","-98.625"
"AP650","35.639","-78.863"
"AP654","32.415","-97.799"
"AP656","32.568","-97.266"
"AP657","36.293","-95.866"
"AP669","52.5","4.748"
"AP677","42.037","-97.452"
"AP680","42.729","-71.477"
"AP682","45.011","-124.006"
"AP685","45.66","-122.604"
"AP689","34.724","-86.645"
"AP690","34.654","-86.582"
"AP693","-37.662","176.168"
"AP695","-43.863","171.705"
"AP696","37.273","-76.676"
"AP697","43.941","-71.129"
"AP703","36.588","-82.818"
"AP704","40.204","-75.464"
"AP705","36.524","-82.507"
"AP706","40.925","-98.4"
"AP710","47.439","-122.181"
"AP711","38.901","-105.208"
"AP713","39.584","-105.171"
"AP715","35.625","-78.329"
"AP722","28.351","-82.191"
"AP723","28.601","-81.168"
"AP724","28.026","-80.684"
"AP727","63.434","10.619"
"AP732","43.32","-88.168"
"AP733","32.89","-95.926"
"AP734","39.525","-101.668"
"AP736","-34.793","138.634"
"AP738","39.626","-106.059"
"AP740","45.026","-93.007"
"AP742","33.592","-84.05"
"AP744","39.876","-105.096"
"AP747","33.685","-86.597"
"AP748","44.054","-91.668"
"AP749","41.103","-75.998"
"AP750","41.367","-72.216"
"AP752","40.989","-74.347"
"AP754","40.934","-72.883"
"AP758","43.977","-124.098"
"AP760","38.727","-104.702"
"AP763","67.012","-50.73"
"AP765","41.929","-74.02"
"AP766","40.837","-73.064"
"AP767","40.864","-74.672"
"AP769","27.88","-81.816"
"AP771","44.455","-93.164"
"AP772","33.888","-84.587"
"AP773","35.9","-76.348"
"AP774","30.051","-91.818"
"AP777","36.628","-82.175"
"AP778","34.868","-80.594"
"AP779","34.691","-79.9"
"AP782","33.248","-97.143"
"AP785","30.891","-98.426"
"AP786","29.864","-95.633"
"AP788","31.871","-106.421"
"AP790","19.273","-81.385"
